description,name,cluster_node,profile,value,read_only,is_disabled,is_specified,encrypted,export_configuration,export_key,export_path
Enables the comunication between SecureTransport and Axway Sentinel to operate in a mode that is fully compliant with FIPS 140-2. This setting overrides the AxwaySentinel.SecureConnection.Protocol and AxwaySentinel.SecureConnection.EnabledCipherSuites.,AxwaySentinel.SecureConnection.Fips,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
"The TLS/SSL protocol to use when sending messages to the Axway Sentinel server over secure channel. The possible values are: TLSv1, TLSv1.1, TLSv1.2, TLSv1.3. The default value is TLSv1.2.",AxwaySentinel.SecureConnection.Protocol,UNSPECIFIED,Default,TLSv1.2,false,false,true,false,NO value,NO value,NO value
"Whether to check the validity, trust status and hostname of the certificate presented by Axway Sentinel server upon establishing connection. When ""false"" connections could be established even if the certificate attributes are not correct and it is expired for example.",AxwaySentinel.SecureConnection.VerifyCertificate,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.ACKED,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.AVAILABLE (ST_VAS),UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.AVAILABLE (XFBTransfer),UNSPECIFIED,Default,required,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.CANCELED,UNSPECIFIED,Default,required,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.DECRYPTED,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.DECRYPTING,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.DELETED,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.ENCRYPTED,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.ENCRYPTING,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.ENDED_TO_ACK,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.ERROR,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.FAILED,UNSPECIFIED,Default,required,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.FORWARDED,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.FORWARDING,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.INTERRUPTED,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.POST_PROC/ARCHIVED,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.POST_PROC/ICAP_DENIED,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.POST_PROC/ICAP_SCANNED,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.POST_PROC/ICAP_SCANNING,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.POST_PROC/ROUTED,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.POST_PROC/ROUTING,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.PRESERVED,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.RECEIVED,UNSPECIFIED,Default,required,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.RECEIVING,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.RENAMED,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.ROUTED,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.SENDING,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.SENT,UNSPECIFIED,Default,required,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.SUBMITTED,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.TO_BE_DELETED,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.TO_EXECUTE,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.WAITING,UNSPECIFIED,Default,true,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.ACKED,UNSPECIFIED,Default,ACKED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.AVAILABLE (ST_VAS),UNSPECIFIED,Default,AVAILABLE (ST_VAS),true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.AVAILABLE (XFBTransfer),UNSPECIFIED,Default,AVAILABLE (XFBTransfer),true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.CANCELED,UNSPECIFIED,Default,CANCELED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.DECRYPTED,UNSPECIFIED,Default,DECRYPTED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.DECRYPTING,UNSPECIFIED,Default,DECRYPTING,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.DELETED,UNSPECIFIED,Default,DELETED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.ENCRYPTED,UNSPECIFIED,Default,ENCRYPTED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.ENCRYPTING,UNSPECIFIED,Default,ENCRYPTING,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.ENDED_TO_ACK,UNSPECIFIED,Default,ENDED_TO_ACK,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.ERROR,UNSPECIFIED,Default,ERROR,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.FAILED,UNSPECIFIED,Default,FAILED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.FORWARDED,UNSPECIFIED,Default,FORWARDED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.FORWARDING,UNSPECIFIED,Default,FORWARDING,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.INTERRUPTED,UNSPECIFIED,Default,INTERRUPTED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.POST_PROC/ARCHIVED,UNSPECIFIED,Default,POST_PROC/ARCHIVED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.POST_PROC/ICAP_DENIED,UNSPECIFIED,Default,POST_PROC/ICAP_DENIED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.POST_PROC/ICAP_SCANNED,UNSPECIFIED,Default,POST_PROC/ICAP_SCANNED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.POST_PROC/ICAP_SCANNING,UNSPECIFIED,Default,POST_PROC/ICAP_SCANNING,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.POST_PROC/ROUTED,UNSPECIFIED,Default,POST_PROC/ROUTED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.POST_PROC/ROUTING,UNSPECIFIED,Default,POST_PROC/ROUTING,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.PRESERVED,UNSPECIFIED,Default,PRESERVED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.RECEIVED,UNSPECIFIED,Default,RECEIVED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.RECEIVING,UNSPECIFIED,Default,RECEIVING,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.RENAMED,UNSPECIFIED,Default,RENAMED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.ROUTED,UNSPECIFIED,Default,ROUTED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.SENDING,UNSPECIFIED,Default,SENDING,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.SENT,UNSPECIFIED,Default,SENT,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.SUBMITTED,UNSPECIFIED,Default,SUBMITTED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.TO_BE_DELETED,UNSPECIFIED,Default,TO_BE_DELETED,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.TO_EXECUTE,UNSPECIFIED,Default,TO_EXECUTE,true,false,true,false,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.WAITING,UNSPECIFIED,Default,WAITING,true,false,true,false,NO value,NO value,NO value
The path for the shared directory on the SecureTransport server.,AxwayTransferCFTAgent.localTransfersFolder,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
The path for the shared directory on the AxwayTransferCFT server.,AxwayTransferCFTAgent.remoteTransfersFolder,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
"Cache service region start port. The nodes in the
    cluster will use the ports in the range [Cache.Listener.Port,
    Cache.Listener.Port + Cache.Listener.PortRange]. Change needs a
    manual restart.",Cache.Listener.Port,UNSPECIFIED,Default,8088,false,false,true,false,cache.management,,/coherence/cluster-config/unicast-listener/port
"Specifies the Cache Listener port range size. The nodes in the cluster will use the ports in the range [Cache.Listener.Port, Cache.Listener.Port + Cache.Listener.PortRange]. Change needs a manual restart..",Cache.Listener.PortRange,UNSPECIFIED,Default,5,false,false,true,false,NO value,NO value,NO value
Class name that is an implementation of account local certificate store.,CertificateStores.AccountLocalCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.AccountLocalCertificateStoreImpl,false,false,true,false,NO value,NO value,NO value
Password for account local certificates.,CertificateStores.AccountLocalCertificateStore.Keystore.password,UNSPECIFIED,Default,,false,false,true,true,NO value,NO value,NO value
The keystore provider for trusted certificates. By default is ST.,CertificateStores.AccountLocalCertificateStore.Keystore.provider,UNSPECIFIED,Default,ST,false,false,true,false,NO value,NO value,NO value
Keystore type for account private certificate store.,CertificateStores.AccountLocalCertificateStore.Keystore.type,UNSPECIFIED,Default,AccountLocal,false,false,true,false,NO value,NO value,NO value
Set value: true if it is not allowed the account local certificate store to contain duplicate entries.,CertificateStores.AccountLocalCertificateStore.uniqueCerts,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
Class name that is an implementation of account local PGP certificate store.,CertificateStores.AccountLocalPGPCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.AccountLocalPGPCertificateStoreImpl,false,false,true,false,NO value,NO value,NO value
Password for account local PGP certificates.,CertificateStores.AccountLocalPGPCertificateStore.Keystore.password,UNSPECIFIED,Default,,false,false,true,true,NO value,NO value,NO value
The default path is /lib/certs/db/ca-crt.pem.,CertificateStores.CertificateAuthority.File.cacrtFile.path,UNSPECIFIED,Default,/lib/certs/db/ca-crt.pem,false,false,true,false,NO value,NO value,NO value
This is the ST installation home directory.,CertificateStores.CertificateAuthority.File.cacrtFile.relative,UNSPECIFIED,Default,fdHome,false,false,true,false,NO value,NO value,NO value
The default path is /lib/certs/db/ca-key.pem.,CertificateStores.CertificateAuthority.File.cakeyFile.path,UNSPECIFIED,Default,/lib/certs/db/ca-key.pem,false,false,true,false,NO value,NO value,NO value
This is the ST installation home directory.,CertificateStores.CertificateAuthority.File.cakeyFile.relative,UNSPECIFIED,Default,fdHome,false,false,true,false,NO value,NO value,NO value
The default path is /lib/certs/db/serial.,CertificateStores.CertificateAuthority.File.caserialFile.path,UNSPECIFIED,Default,/lib/certs/db/serial,false,false,true,false,NO value,NO value,NO value
This is the ST installation home directory.,CertificateStores.CertificateAuthority.File.caserialFile.relative,UNSPECIFIED,Default,fdHome,false,false,true,false,NO value,NO value,NO value
A serial number increased every time a new certificate is generated in SecureTransport.,CertificateStores.CertificateAuthority.serialNo,UNSPECIFIED,Default,05,false,false,true,false,NO value,NO value,NO value
Class name that is an implementation of local certificate store.,CertificateStores.LocalCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.STLocalCertificateStoreImpl,false,false,true,false,NO value,NO value,NO value
Relative path to the local certificate store directory.,CertificateStores.LocalCertificateStore.Directory.certStoreDir.path,UNSPECIFIED,Default,/lib/certs,false,false,true,false,NO value,NO value,NO value
The local certificate store parent directory.,CertificateStores.LocalCertificateStore.Directory.certStoreDir.relative,UNSPECIFIED,Default,fdHome,false,false,true,false,NO value,NO value,NO value
Configuration property name for the relative private key directory.,CertificateStores.LocalCertificateStore.Directory.privateKeyDir.path,UNSPECIFIED,Default,/lib/certs/private,false,false,true,false,NO value,NO value,NO value
The parent parent key directory.,CertificateStores.LocalCertificateStore.Directory.privateKeyDir.relative,UNSPECIFIED,Default,fdHome,false,false,true,false,NO value,NO value,NO value
Password for local certificates store.,CertificateStores.LocalCertificateStore.Keystore.password,UNSPECIFIED,Default,,false,false,true,true,NO value,NO value,NO value
The keystore provider for local certificates. By default is ST.,CertificateStores.LocalCertificateStore.Keystore.provider,UNSPECIFIED,Default,ST,false,false,true,false,NO value,NO value,NO value
The local certificate store type.,CertificateStores.LocalCertificateStore.Keystore.type,UNSPECIFIED,Default,Local,false,false,true,false,NO value,NO value,NO value
Set value: true if it is not allowed the local certificate store to contain duplicate entries.,CertificateStores.LocalCertificateStore.uniqueCerts,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
Class name that is an implementation of local PGP certificate store.,CertificateStores.LocalPGPCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.CryptixLocalPGPCertificateStoreImpl,false,false,true,false,NO value,NO value,NO value
Password for local PGP certificates.,CertificateStores.LocalPGPCertificateStore.Keystore.password,UNSPECIFIED,Default,,false,false,true,true,NO value,NO value,NO value
Class name that is an implementation of the partner certificate store.,CertificateStores.PartnerCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.STPartnerCertificateStoreImpl,false,false,true,false,NO value,NO value,NO value
Password for partner certificates.,CertificateStores.PartnerCertificateStore.Keystore.password,UNSPECIFIED,Default,,false,false,true,true,NO value,NO value,NO value
The keystore provider for trusted certificates. By default is ST.,CertificateStores.PartnerCertificateStore.Keystore.provider,UNSPECIFIED,Default,ST,false,false,true,false,NO value,NO value,NO value
The partner certificate store type.,CertificateStores.PartnerCertificateStore.Keystore.type,UNSPECIFIED,Default,Partner,false,false,true,false,NO value,NO value,NO value
Set value: true if it is not allowed the partner certificate store to contain duplicate entries.,CertificateStores.PartnerCertificateStore.uniqueCerts,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
Class name that is an implementation of the partner PGP certificate store.,CertificateStores.PartnerPGPCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.CryptixPartnerPGPCertificateStoreImpl,false,false,true,false,NO value,NO value,NO value
Password for partner PGP keys.,CertificateStores.PartnerPGPCertificateStore.Keystore.password,UNSPECIFIED,Default,,false,false,true,true,NO value,NO value,NO value
Class name that is an implementation of the trusted certificate store.,CertificateStores.TrustedCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.STCertificateStoreImpl,false,false,true,false,NO value,NO value,NO value
The relative path to the trusted certificate store directory.,CertificateStores.TrustedCertificateStore.Directory.certStoreDir.path,UNSPECIFIED,Default,/lib/certs/issuers,false,false,true,false,NO value,NO value,NO value
The parent directory to the trusted certificate store.,CertificateStores.TrustedCertificateStore.Directory.certStoreDir.relative,UNSPECIFIED,Default,fdHome,false,false,true,false,NO value,NO value,NO value
Password for trusted certificates.,CertificateStores.TrustedCertificateStore.Keystore.password,UNSPECIFIED,Default,,false,false,true,true,NO value,NO value,NO value
The keystore provider for trusted certificates. By default is ST.,CertificateStores.TrustedCertificateStore.Keystore.provider,UNSPECIFIED,Default,ST,false,false,true,false,NO value,NO value,NO value
The trusted certificate store type.,CertificateStores.TrustedCertificateStore.Keystore.type,UNSPECIFIED,Default,Trusted,false,false,true,false,NO value,NO value,NO value
Set value: true if it is not allowed the trusted certificate store to contain duplicate entries.,CertificateStores.TrustedCertificateStore.uniqueCerts,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
Class name that is an implementation of the user certificate store.,CertificateStores.UserCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.STUserCertificateStoreImpl,false,false,true,false,NO value,NO value,NO value
Password for user certificates.,CertificateStores.UserCertificateStore.Keystore.password,UNSPECIFIED,Default,,false,false,true,true,NO value,NO value,NO value
The keystore provider for trusted certificates. By default is ST.,CertificateStores.UserCertificateStore.Keystore.provider,UNSPECIFIED,Default,ST,false,false,true,false,NO value,NO value,NO value
Keystore type for user certificate store.,CertificateStores.UserCertificateStore.Keystore.type,UNSPECIFIED,Default,Login,false,false,true,false,NO value,NO value,NO value
Set value: true if it is not allowed the user certificate store to contain duplicate entries. Default value is true.,CertificateStores.UserCertificateStore.Keystore.uniqueCerts,UNSPECIFIED,Default,true,false,false,true,false,NO value,NO value,NO value
"Specifies a timeout that determines how long a secondary server waits before
                      declaring itself the primary server. The default value is 60000 milliseconds. This parameter is supported for Standard Cluster.",Cluster.connectionTimeout,UNSPECIFIED,Default,60000,false,false,true,false,NO value,NO value,NO value
Specifies the local certificate alias to be used when encrypting cluster communication. Note: This parameter is supported only for Standard Cluster.,Cluster.Crypto.Alias,UNSPECIFIED,Default,admind,false,false,true,false,NO value,NO value,NO value
"Specifies the current cluster deployment site. This option is supported only for EC and requires TM restart when changed. Possible values: < Prod | DR > 
                      ""Prod"" is used for Production Site, ""DR"" - for Disaster Recovery Site. Set Cluster.EnableDRConfiguration to true in order to specify the Production and DR nodes.",Cluster.DeploymentSite,UNSPECIFIED,Default,Prod,false,false,true,false,NO value,NO value,NO value
"SSL protocol used for dynamic synchronization. Allowed options are: TLSv1 | TLSv1.1 | TLSv1.2 | TLSv1.3. If no option is specified, the default value of TLSv1.3 will be used.",Cluster.DynamicSync.SSLProtocol,UNSPECIFIED,Default,TLSv1.3,false,false,true,false,NO value,NO value,NO value
Specifies whether cluster communication should be encrypted. This parameter is supported only for Enterprise Cluster. Requires Admin and TM services restart when changed.,Cluster.enable.SSL,UNSPECIFIED,Default,true,false,false,true,false,NO value,NO value,NO value
Specifies whether Disaster Recovery settings can be configured. Possible values: < true | false > This option is supported only for EC ,Cluster.EnableDRConfiguration,UNSPECIFIED,Default,false,false,false,true,false,NO value,NO value,NO value
Configures the name and location of the cluster_state file. The location is relative to Cluster.File.clusterStateFile.relative. This parameter is supported only for Standard Cluster.,Cluster.File.clusterStateFile.path,UNSPECIFIED,Default,/var/tmp/cluster_state,false,false,true,false,NO value,NO value,NO value
Configures the location of the cluster_state file. See also Cluster.File.clusterStateFile.path. This parameter is supported only for Standard Cluster.,Cluster.File.clusterStateFile.relative,UNSPECIFIED,Default,fdHome,false,false,true,false,NO value,NO value,NO value
The default path to sentinel_file is /var/tmp/sentinel_primary. This parameter is supported only for Standard Cluster.,Cluster.File.sentinelFile.path,UNSPECIFIED,Default,/var/tmp/sentinel_primary,false,false,true,false,NO value,NO value,NO value
This is the ST installation home directory. This parameter is supported only for Standard Cluster.,Cluster.File.sentinelFile.relative,UNSPECIFIED,Default,fdHome,false,false,true,false,NO value,NO value,NO value
The default group name is STCluster.,Cluster.groupname,UNSPECIFIED,Default,STCluster,false,false,true,false,NO value,NO value,NO value
Number of credits for FC protocol in Standard cluster.,Cluster.InitialFCredits,UNSPECIFIED,Default,100000000,false,false,true,false,NO value,NO value,NO value
Enable SSL listener for cluster. The default value is true which means it's enabled by default. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Listener.enable.SSL,UNSPECIFIED,Default,true,false,false,true,false,NO value,NO value,NO value
Defines the port for SSL listener. The default value is 44431. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Listener.port.SSL,UNSPECIFIED,Default,44431,false,false,true,false,NO value,NO value,NO value
Enabled cipher suites used to set up secure connection for inter-node communication in Standard cluster. The default value is TLS_AES_256_GCM_SHA384. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Ssl.enabledCipherSuites,UNSPECIFIED,Default,TLS_AES_256_GCM_SHA384,false,false,true,false,NO value,NO value,NO value
The ssl key algorithm used. The default value is SunX509. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Ssl.keyAlgorithm,UNSPECIFIED,Default,SunX509,false,false,true,false,NO value,NO value,NO value
The ssl protocol used. The default value is TLSv1.3. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Ssl.protocol,UNSPECIFIED,Default,TLSv1.3,false,false,true,false,NO value,NO value,NO value
The timeout to wait for merge. The default timeout is 60000. Supported only for Standard Cluster.,Cluster.mergeTimeout,UNSPECIFIED,Default,60000,false,false,true,false,NO value,NO value,NO value
The default message processing poll interval is 10. Supported only for Standard Cluster.,Cluster.messageProcessingPollInterval,UNSPECIFIED,Default,10,false,false,true,false,NO value,NO value,NO value
Possible cluster mode values: disabled (if clustering is disabled); active (if Active-Active clustering); passive (if Active-Passive clustering); passive_legacy (if Active-Passive legacy mode). Supported only for Standard Cluster.,Cluster.mode,UNSPECIFIED,Default,disabled,false,false,true,false,NO value,NO value,NO value
How often (in seconds) should the cluster check for new/removed nodes. Requires restart for the new value to take effect. This parameter is supported only for LEC.,Cluster.nodeListRefreshTime,UNSPECIFIED,Default,30,false,false,true,false,NO value,NO value,NO value
The content of the message that will be sent to passive site(s).,Cluster.Notification.notification,UNSPECIFIED,Default,,true,false,true,false,NO value,NO value,NO value
Whether to send notifications for a failover to the passive site(s).,Cluster.Notification.sendNotification,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
The subject of the message that will be sent to passive site(s).,Cluster.Notification.subject,UNSPECIFIED,Default,,true,false,true,false,NO value,NO value,NO value
Rule for number of online nodes threshold. Supported only for Enterprise Cluster (EC).,Cluster.numberOfNodes,UNSPECIFIED,Default,1,true,false,true,false,NO value,NO value,NO value
The default value for sending threshold time property is 5000. Supported only for Standard Cluster.,Cluster.sendingThresholdTime,UNSPECIFIED,Default,5000,false,false,true,false,NO value,NO value,NO value
Specifies the name of the class responsible for starting the Create Partition Service.,Cluster.Service.CreatePartition.className,UNSPECIFIED,Default,com.tumbleweed.st.server.appframework.sql.services.partitionmanagement.create.service.CreatePartitionService,true,false,true,false,NO value,NO value,NO value
Specifies the name of the class responsible for starting the Event Queue Service in Standard cluster.,Cluster.Service.EventQueue.className,UNSPECIFIED,Default,com.tumbleweed.st.server.eventqueue.processor.EventQueueClusterService,false,false,true,false,NO value,NO value,NO value
Specifies the name of the class responsible for starting the Statistics Summary Service.,Cluster.Service.StatisticsSummary.className,UNSPECIFIED,Default,com.axway.st.server.statistics.summary.service.StatisticsSummaryService,true,false,true,false,NO value,NO value,NO value
The time in seconds that the Monitor server waits between checking the servers. The default is 5 seconds. This parameter is supported only for Standard Cluster.,Cluster.ServiceStatusChecks.delayBetweenChecks,UNSPECIFIED,Default,5,false,false,true,false,NO value,NO value,NO value
