description,name,cluster_node,profile,value,read_only,is_disabled,is_specified,encrypted,export_configuration,export_key,export_path
Path to the file icon used in the http templates. The path should be relative to <FDH>/share/ftdocs.,Http.FileIcon,UNSPECIFIED,Default,/icons/exec.gif .bin .exe .BIN .EXE#!#CVD#!#/icons/archive.gif .tar .tgz .tar.gz .zip .taz .tar.Z#!#CVD#!#/icons/image.gif .jpg .jpeg .gif .bmp .xbm .xpm#!#CVD#!#/icons/dir.gif ^^DIRECTORY^^,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
SecureTransport provides several different templates that change the look and feel of the web client user interface.,Http.DefaultHtmlTemplate,UNSPECIFIED,Default,/html/skin/ricCostco,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"If the User-Agent match the Http.FdxUserAgentTableAllow expression, then it is is matched against Http.FdxUserAgentTableDeny. 
         			  If it succeeds, plain form will be used when listing files. Otherwise tables will be on by default.",Http.FdxUserAgentTableDeny,UNSPECIFIED,Default,(^Lynx|^FileDriveClient|^SecureTransport),FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"How will the client get challenged for authentication.
                      HTML - present an HTML login form, no BA;
                      BA - use HTTP BA;
                      ERR - no challenge: must use config/auth agents;
                      PREAUTH - config/auth agents + HTML login page in case of failed login.",Http.FdxAuthReply,UNSPECIFIED,Default,HTML,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Path to the default file icon used in the http templates. The path should be relative to <FDH>/share/ftdocs.,Http.DefaultFileIcon,UNSPECIFIED,Default,/icons/default.gif,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Aliases.,Http.FdxAlias,UNSPECIFIED,Default,"/html/  ""/opt/TMWD/SecureTransport/share/ftdocs/html/""#!#CVD#!#/icons/ ""/opt/TMWD/SecureTransport/share/ftdocs/icons/""#!#CVD#!#/scripts/ ""/opt/TMWD/SecureTransport/share/ftdocs/scripts/""",FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Path to the current directory icon used in the http templates. The path should be relative to <FDH>/share/ftdocs.,Http.CurrentDirIcon,UNSPECIFIED,Default,/icons/dircurr.gif,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Path to the options icon used in the http templates. The path should be relative to <FDH>/share/ftdocs.,Http.OptionsIcon,UNSPECIFIED,Default,/icons/options.gif,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"To which User-Agent show tables by default. The value is a regular expression. User-Agent field is matched first against Http.FdxUserAgentTableAllow, 
         			  if it doesn't match, plain form (no tables) will be shown by default.",Http.FdxUserAgentTableAllow,UNSPECIFIED,Default,(^(MacWeb/2|Mozilla/[1-9])|MSIE),FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Http bind port. You can edit it from Server Control Page.,HttpPort,UNSPECIFIED,Default,8080,FALSE,TRUE,TRUE,FALSE,configuration.xml,@port,"/Configuration/Modules/Http/Listeners/Listener[@ssl=""false""]"
Httpd resource file extensions represented as a comma separated list. These are not checked for CSRF prevention token.,Http.ResourceFileExtensions,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Https bind port. You can edit it from Server Control Page.,HttpsPort,UNSPECIFIED,Default,8443,FALSE,FALSE,TRUE,FALSE,configuration.xml,@port,"/Configuration/Modules/Http/Listeners/Listener[@ssl=""true""]"
Configures the Server HTTP response header. Possible values: None | Prod[uctOnly] | OS | Full. Default value: Full.,Http.ServerHeaderTokens,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,NO value,NO value,NO value
HTTP server request thread pool maximum threads.,Http.ThreadPool.MaxThreads,UNSPECIFIED,Default,256,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Log the names of clients or just their IP addresses e.g., www.apache.org (on) or 204.62.129.132 (off).
         			  The default is off because it'd be overall better for the net if people had to knowingly turn this feature on, 
         			  since enabling it means that each client request will result in AT LEAST one lookup request to the nameserver.",Http.ReverseDNSLookup,UNSPECIFIED,Default,Off,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
NO value,Http.LogoIcon,UNSPECIFIED,Default,/icons/stlogo.gif,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The Message on FTP Server Connect. See: Setup -> Ftp Settings.,Ftp.MsgBanner,UNSPECIFIED,Default,"Hello, Welcome to SecureTransport!
",TRUE,TRUE,TRUE,FALSE,NO value,NO value,NO value
Deny access for certain users.,Users.DeniedUsers,UNSPECIFIED,Default,root,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The Message on FTP Server Ready. See: Setup -> Ftp Settings.,Ftp.MsgReady,UNSPECIFIED,Default,"Secure FTP Server
",TRUE,TRUE,TRUE,FALSE,NO value,NO value,NO value
Change needs a manual restart.,Tomcat.Shutdown.Port,UNSPECIFIED,Default,8005,FALSE,FALSE,TRUE,FALSE,admin.server.xml,@port,"/Server[@shutdown=""SHUTDOWN""]"
Admin http port.,Admin.Http.Port,UNSPECIFIED,Default,8004,FALSE,FALSE,TRUE,FALSE,admin.server.xml,@port,"/Server/Service/Connector[@protocol=""HTTP/1.1""]"
Ehcache JGroups port.,Ehcache.JGroups.Port,UNSPECIFIED,Default,7800,FALSE,FALSE,TRUE,FALSE,conf.ehcache-tm.xml,PARSER_HANDLED,NO value
Used to enable/disable audit logging  <enabled|disabled>.,Admin.Audit,UNSPECIFIED,Default,enabled,FALSE,FALSE,TRUE,FALSE,defaults.conf,admin-audit,NO value
"Server certificate alias for ftpd, used for FTPS connections.",Ftp.Ssl.Certificate,UNSPECIFIED,Default,sfx.costco.com_APP_2023,TRUE,FALSE,TRUE,FALSE,configuration.xml,@keyAlias,/Configuration/Modules/Ftp/Inbound/Listeners/Ssl
"Server certificate alias for httpd, used for HTTPS connections.",Http.Ssl.Certificate,UNSPECIFIED,Default,sfx.costco.com_APP_2023,TRUE,FALSE,TRUE,FALSE,configuration.xml,@keyAlias,/Configuration/Modules/Http/Listeners/Ssl
Controls whether FTPS is enabled <on|off>.,FtpSsl.Enabled,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@ssl,/Configuration/Modules/Ftp/Inbound/Listeners/Listener
Controls the status of HTTPS client certificate authentication <none|optional|required>.,Http.Ssl.ClientCertificate,UNSPECIFIED,Default,optional,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Controls the status of FTPS client certificate authentication <none|optional|required>.,Ftp.Ssl.ClientCertificate,UNSPECIFIED,Default,optional,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Ftp banner message <msg file>.,Ftp.BannerMessageFile,UNSPECIFIED,Default,#msg.banner,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Ftp start up message <msg file>.,Ftp.ReadyMessageFile,UNSPECIFIED,Default,#msg.ready,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Maximum failed login attempts <n>. You can edit it from Setup->Miscellaneous.,Users.Session.maxAuthAttempts,UNSPECIFIED,Default,3,TRUE,FALSE,TRUE,FALSE,configuration.xml,@maxAuthAttempts,/Configuration/System/Session
Control server usage monitor <all|bwd|cmd|log|off>.,Server.UsageMonitor,UNSPECIFIED,Default,all,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Deprecated. This option is no longer used. There is a global server configuration option named Server.ReverseDNSLookups that enables/disables reverse DNS lookups.,Ftp.ReverseDnsLookups,UNSPECIFIED,Default,off,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Control /etc/shells check <on|off>.,Server.CheckShell,UNSPECIFIED,Default,off,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Session timeout. You can edit it from Setup->Miscellaneous.,Users.Session.idleTimeout,UNSPECIFIED,Default,1800,TRUE,FALSE,TRUE,FALSE,configuration.xml,@idleTimeout,/Configuration/System/Session
Control SSL session <optional|required> <class>.,Users.SslEncryption,UNSPECIFIED,Default,optional *,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Control FTP command availability <command> <on|off> <class>.,Ftp.Commands,UNSPECIFIED,Default,quit  on  *#!#CVD#!#port  on  *#!#CVD#!#pasv  on  *#!#CVD#!#epsv  on  *#!#CVD#!#eprt  on  *#!#CVD#!#type  on  *#!#CVD#!#stru  on  *#!#CVD#!#mode  on  *#!#CVD#!#retr  on  *#!#CVD#!#stor  on  *#!#CVD#!#abor  on  *#!#CVD#!#dele  on  *#!#CVD#!#cwd  on  *#!#CVD#!#xcwd  on  *#!#CVD#!#list  on  *#!#CVD#!#nlst  on  *#!#CVD#!#syst  on  *#!#CVD#!#stat  on  *#!#CVD#!#noop  on  *#!#CVD#!#mkd  on  *#!#CVD#!#xmkd  on  *#!#CVD#!#rmd  on  *#!#CVD#!#xrmd  on  *#!#CVD#!#pwd  on  *#!#CVD#!#xpwd  on  *#!#CVD#!#cdup  on  *#!#CVD#!#xcup  on  *#!#CVD#!#size  on  *#!#CVD#!#mdtm  on  *#!#CVD#!#rnfr  on  *#!#CVD#!#rnto  on  *#!#CVD#!#rest  on  *#!#CVD#!#adat  on  *#!#CVD#!#prot  on  *#!#CVD#!#pbsz  on  *#!#CVD#!#appe  on  *#!#CVD#!#xcrc  on  *#!#CVD#!#ccc  on  *#!#CVD#!#comb  on  *#!#CVD#!#utf8  on  *#!#CVD#!#help on *#!#CVD#!#chmod  on  *#!#CVD#!#idle  on  *#!#CVD#!#umask  on  *#!#CVD#!#rtck  on  *#!#CVD#!#stck  on  *#!#CVD#!#chpwd  on  *#!#CVD#!#features  on  *#!#CVD#!#user-agent  on  *#!#CVD#!#disposition  on  *#!#CVD#!#mirr  on  *,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Control transfer logging <class> <upload|dnload|upload,dnload>.",Server.LogTransfers,UNSPECIFIED,Default,"RTC upload,dnload#!#CVD#!#* upload,dnload",TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Default umask.,Users.DefaultUmask,UNSPECIFIED,Default,22,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Tm server connection options.,AgentServer.VerifyCertificate,UNSPECIFIED,Default,on,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Passive mode base port <port>, 0 means let system choose port.",Ftp.PassiveBase,UNSPECIFIED,Default,0,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Passive mode port range <n>, 0 means there are no port range restrictions.",Ftp.PassiveSpan,UNSPECIFIED,Default,0,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Strict RFC2228 compliance (such as WS_FTP) <true|false>.,Ftp.Ssl.StrictRfc2228,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Strict RFC2228 compliance certificate authentication (such as WS_FTP) <true|false>.,Ftp.Ssl.StrictRfc2228CertAuth,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Start up password timeout for httpd and ftpd failure notification address.,Server.Startup.PemFailureEmail,UNSPECIFIED,Default,ftpadmin@costco.com,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
SMTP host.,Server.Smtp.Host,UNSPECIFIED,Default,apprelay.corp.costco.com,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
SMTP port.,Server.Smtp.Port,UNSPECIFIED,Default,25,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
SMTP user.,Server.Smtp.Login,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
SMTP encrypted password.,Server.Smtp.EncryptedPassword,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Ftpd bind port. You can edit it from Server Control Page.,Ftp.Port,UNSPECIFIED,Default,8021,TRUE,FALSE,TRUE,FALSE,configuration.xml,@port,/Configuration/Modules/Ftp/Inbound/Listeners/Listener
Set symbiont processes log level.,Server.SymbiontLogLevel,UNSPECIFIED,Default,notice,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Set the size of the sockets backlog.,Ftp.ListenBacklog,UNSPECIFIED,Default,1024,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Define local or absolute URI value to be used for Server (httpd): 302 (redirect) response Location header.,Http.AbsoluteLocationHeader,UNSPECIFIED,Default,on,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Server address included in RBFT notification emails.,Rbft.NotificationAddress,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Https FIPS Option.,Http.Ssl.Fips,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@fips,/Configuration/Modules/Http/Listeners/Ssl
Required period for administrators to change password in days. If not set - the value field is empty. You can edit it from Setup->Admin Settings.,AdminPasswordExpiration,UNSPECIFIED,Default,90,TRUE,FALSE,TRUE,FALSE,admin.properties,AdminPasswordExpiration,NO value
Number of failed login attempts to lock administrator accounts. If not set - the value field is empty. You can edit it from Setup->Admin Settings.,AdminLockoutLimit,UNSPECIFIED,Default,6,TRUE,FALSE,TRUE,FALSE,admin.properties,AdminLockoutLimit,NO value
"Mandatory length of password, alpha, numeric and special characters occurrences. If not set - the value field is empty. You can edit it from Setup->Password Policy.",PasswdPolicy,UNSPECIFIED,Default,10:1:1:1,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
FTP passive address. If not set - the value field is empty. You can edit it from Setup->FTP Settings.,Ftp.PassiveAddr,UNSPECIFIED,Default,NO value,TRUE,TRUE,FALSE,FALSE,NO value,NO value,NO value
"The number of seconds the server waits to read a block of data from the client, or write a block of data to the client. If not specified, its value is infinity.",Ftp.DataTimeout,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Control file system restrictions - chmod <yes|no> <class> <path>.,Users.Restrictions.Chmod,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Control file system restrictions - delete <yes|no> <class> <path>.,Users.Restrictions.Delete,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Control file system restrictions - mkdir <yes|no> <class> <path>.,Users.Restrictions.Mkdir,UNSPECIFIED,Default,no * /*,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Control file system restrictions - rename <yes|no> <class> <path>.,Users.Restrictions.Rename,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Control file system restrictions - overwrite <yes|no> <class> <path>.,Users.Restrictions.Overwrite,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Control file system restrictions - rmdir <yes|no> <class> <path>.,Users.Restrictions.Rmdir,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Control file system restrictions - umask <yes|no> <class>.,Users.Restrictions.Umask,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Control file system restrictions - all access to file/directory <yes|no> <class> <path>.,Users.Restrictions.All,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Upload restrictions <yes|no> <class> <path> [{user|uid} {group|gid} [mode]].,Users.Uploads,UNSPECIFIED,Default,#no * /* * * 664,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Download restrictions dnloads <yes|no> <class> <path>.,Users.Downloads,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Control command logging <class>.,Server.LogCommands,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Administrator email <email address>.,Server.AdministratorEmail,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Virtual groups <group|gid>.,Users.VirtualGroups,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
User limits <class> <n> <times> [<msg file>].,Users.Limits,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
"Allow passive FTP connections from the range specified in option Ftp.Connection.Pasv.Allow , if the FTP control channel connection is within the range specified here. Format is: class-name src-addr-glob […]",Ftp.Connection.Src.Class,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,NO value,NO value,NO value
"Allow passive FTP connections from the range specified here , if the FTP control channel connection is within the range specified in 
         			  option Ftp.Connection.Src.Class. Format is: class-name src-addr-glob […]",Ftp.Connection.Pasv.Allow,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Mirror servers.,Server.MirrorServers,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.RECEIVING,UNSPECIFIED,Default,RECEIVING,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""0""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.RECEIVED,UNSPECIFIED,Default,RECEIVED,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""1""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.SENDING,UNSPECIFIED,Default,SENDING,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""2""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.SENT,UNSPECIFIED,Default,SENT,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""3""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.ENCRYPTING,UNSPECIFIED,Default,ENCRYPTING,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""4""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.ENCRYPTED,UNSPECIFIED,Default,ENCRYPTED,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""5""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.DECRYPTING,UNSPECIFIED,Default,DECRYPTING,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""6""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.DECRYPTED,UNSPECIFIED,Default,DECRYPTED,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""7""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.RENAMED,UNSPECIFIED,Default,RENAMED,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""8""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.DELETED,UNSPECIFIED,Default,DELETED,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""9""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.FORWARDING,UNSPECIFIED,Default,FORWARDING,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""10""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.FORWARDED,UNSPECIFIED,Default,FORWARDED,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""11""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.CANCELED,UNSPECIFIED,Default,CANCELED,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""12""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.FAILED,UNSPECIFIED,Default,FAILED,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""13""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.ERROR,UNSPECIFIED,Default,ERROR,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""14""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.AVAILABLE,UNSPECIFIED,Default,AVAILABLE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""15""]"
Ftps FIPS option.,Ftp.Ssl.Fips,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@fips,/Configuration/Modules/Ftp/Inbound/Listeners/Ssl
HTTP allowed authentication parameters represented as a semicolon separated list.,Http.AllowedAuthenticationParameters,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,NO value,NO value,NO value
HTTP allowed authentication parameters maximum size in bytes.,Http.AllowedAuthenticationParametersMaxSize,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.SUBMITTED,UNSPECIFIED,Default,SUBMITTED,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""16""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.TO_EXECUTE,UNSPECIFIED,Default,TO_EXECUTE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""17""]"
Name of an event state which specifies the current state of a file transfer.,AxwaySentinel.States.State.name.PRESERVED,UNSPECIFIED,Default,PRESERVED,TRUE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/Modules/Sentinel/States/State[@identifier=""18""]"
"If the HTTP server should return a 401 error response when an unauthorized user accesses an URL other than the ST HTTP logon page. 
         			  Allowed values are on,true,off,false.",Http.ErrorOnIncorrectUriDuringLogon,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Deny access for certain groups.,Users.DeniedGroups,UNSPECIFIED,Default,daemon,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"You can adapt an HTML template to a different locale by copying the existing template files
					  and editing them. You also need to create a new file for each locale named skin.conf that
					  contains the descriptive information for the HTML Template.",Admin.Locale,UNSPECIFIED,Default,C,FALSE,FALSE,TRUE,FALSE,locale.conf,language,NO value
SNMP manager server address.,TransactionManager.SNMP.ManagerHost,UNSPECIFIED,Default,127.0.0.1,FALSE,FALSE,TRUE,FALSE,confV3TrapForwardingTable,@value,"/Table/row/column[@name=""v3ManagerHost""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.RECEIVING,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""0""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.RECEIVED,UNSPECIFIED,Default,required,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""1""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.SENDING,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""2""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.SENT,UNSPECIFIED,Default,required,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""3""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.ENCRYPTING,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""4""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.ENCRYPTED,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""5""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.DECRYPTING,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""6""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.DECRYPTED,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""7""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.RENAMED,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""8""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.DELETED,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""9""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.FORWARDING,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""10""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.FORWARDED,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""11""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.CANCELED,UNSPECIFIED,Default,required,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""12""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.FAILED,UNSPECIFIED,Default,required,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""13""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.ERROR,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""14""]"
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.AVAILABLE,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""15""]"
